83,UFC Fight Night: Hernandez vs. Pereira,Brad Katona,Jean Matsumoto,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,0,2,Orthodox,167.64,172.72,135,0,3,4,Orthodox,167.64,162.56,135,32,25,U-DEC,
84,UFC Fight Night: Hernandez vs. Pereira,Joselyne Edwards,Tamires Vidal,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,2,1,Orthodox,167.64,172.72,135,0,4,4,Orthodox,172.72,177.8,135,29,26,SUB,Rear Naked Choke
85,UFC Fight Night: Hernandez vs. Pereira,Jessica Penne,Elise Reed,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,4,3,Orthodox,160.02,160.02,115,0,6,6,Orthodox,165.1,170.18,115,41,31,U-DEC,
86,UFC Fight Night: Hernandez vs. Pereira,Melissa Martinez,Alice Ardelean,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,1,0,Orthodox,160.02,157.48,115,0,1,0,Southpaw,157.48,167.64,115,27,32,U-DEC,
87,UFC Fight Night: Hernandez vs. Pereira,Austen Lane,Robelis Despaigne,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,1,1,Orthodox,200.66,213.36,265,0,3,1,Orthodox,198.12,203.2,245,36,36,U-DEC,
88,UFC Fight Night: Royval vs. Taira,Brandon Royval,Tatsuro Taira,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,5,0,0,6,Orthodox,170.18,177.8,125,0,3,6,Southpaw,175.26,172.72,125,32,24,S-DEC,
89,UFC Fight Night: Royval vs. Taira,Brad Tavares,JunYong Park,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,3,7,Orthodox,177.8,185.42,185,0,9,15,Orthodox,185.42,187.96,185,36,33,S-DEC,
90,UFC Fight Night: Royval vs. Taira,Chidi Njokuani,Jared Gooden,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,4,2,Orthodox,182.88,195.58,170,0,3,4,Orthodox,190.5,203.2,170,35,30,U-DEC,
91,UFC Fight Night: Royval vs. Taira,Grant Dawson,Rafa Garcia,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,3,4,Orthodox,170.18,177.8,155,1,1,10,Switch,177.8,182.88,155,30,30,KO/TKO,Punches
92,UFC Fight Night: Royval vs. Taira,Daniel Rodriguez,Alex Morono,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,7,13,Orthodox,180.34,182.88,170,0,4,8,Southpaw,185.42,187.96,170,37,34,S-DEC,
93,UFC Fight Night: Royval vs. Taira,CJ Vergara,Ramazan Temirov,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,0,0,Orthodox,162.56,160.02,125,0,3,4,Orthodox,167.64,172.72,125,33,27,KO/TKO,Punch
94,UFC Fight Night: Royval vs. Taira,Jonathan Pearce,Pat Sabatini,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,2,5,Orthodox,172.72,177.8,145,0,3,6,Switch,182.88,180.34,145,32,33,SUB,Rear Naked Choke
95,UFC Fight Night: Royval vs. Taira,Themba Gorimbo,Niko Price,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,7,8,Orthodox,182.88,193.04,170,0,1,3,Orthodox,185.42,195.58,170,33,35,U-DEC,
96,UFC Fight Night: Royval vs. Taira,Junior Tafa,Sean Sharaf,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,0,0,Orthodox,190.5,195.58,252,0,3,1,Orthodox,190.5,190.5,240,28,31,KO/TKO,Punches
97,UFC Fight Night: Royval vs. Taira,Julia Polastri,Cory McKenna,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,2,4,Orthodox,160.02,147.32,115,0,2,1,Orthodox,157.48,160.02,115,26,25,S-DEC,
98,UFC Fight Night: Royval vs. Taira,Dan Argueta,Cody Haddon,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,0,1,Orthodox,170.18,175.26,135,0,2,1,Southpaw,170.18,172.72,135,31,26,U-DEC,
